Rank,Link,Title,Score,Description,Year Premiered,Episodes,Popularity,Genre,Status,Source,Rating,Aired,neg,neu,pos,compound
640.0,https://myanimelist.net/anime/81/Kidou_Senshi_Gundam__Dai_08_MS_Shoutai,Kidou Senshi Gundam: Dai 08 MS Shoutai,8.0,"In year 0079 of the Universal Century, the Earth Federation initiates Operation Odessa—a full-scale assault to retake a major Ukrainian city from the Principality of Zeon. It is a success, and the remaining Zeon forces scatter across the globe. The Earth Federation gains the upper hand in the One Year War and deploys its ground troops around the planet to hunt down the stragglers.As part of the deployments, Ensign Shiro Amada is transferred to Southeast Asia to take command of the 08th MS Team—a special squadron of RX-79[G] Gundam Ground Type pilots. In their first guerilla operation, Shiro's team is tasked with distracting the Zeon forces while Federation ground troops locate a mysterious new Zeon weapon. Everything goes according to plan until Shiro runs into Aina Sahalin, an ace Zeon pilot he met in an earlier battle, during a skirmish. Their reunion weakens his resolve to continue fighting, and now the young commander Shiro must prove his loyalty to the Federation—or be branded a traitor.[Written by MAL Rewrite]",,12,2332,"Action, Adventure, Drama, Romance, Sci-Fi",Finished Airing,Original,PG-13 - Teens 13 or older,"Jan 25, 1996 to Jul 25, 1999",0.104,0.8,0.096,-0.1027
641.0,https://myanimelist.net/anime/9963/Meitantei_Conan_Movie_15__Chinmoku_no_Quarter,Meitantei Conan Movie 15: Chinmoku no Quarter,8.0,"The momentous day of the opening of the new Tokyo subway, the Touto Line, has come, but a bombing incident puts all celebrations to a halt. The governor of Tokyo is caught in the blast while onboard the train, but he and everyone else present is fortunately saved by the quick thinking and actions of Conan Edogawa.Intrigued by the incident, Conan researches the governor's political history and discovers that the man was responsible for the destruction of a village in Niigata to build the Kitanosawa Dam. Believing the attack to be related to the construction of the dam, Conan, accompanied by Ran Mouri, Kogorou Mouri, Professor Agasa, Sonoko Suzuki, and the Detective Boys, decides to visit the village and investigate.There, they meet a group of locals who lived in the old village before it was torn down. However, just as one mystery leads to another, one of the locals is murdered. Suspecting that something much more sinister is afoot, Conan vows to uncover the truth behind these two incidents before it is too late.[Written by MAL Rewrite]",,1,3197,"Adventure, Comedy, Mystery",Finished Airing,Manga,G - All Ages,"Apr 16, 2011",0.129,0.823,0.048,-0.9586
642.0,https://myanimelist.net/anime/20/Naruto,Naruto,8.0,"Moments before Naruto Uzumaki's birth, a huge demon known as the Nine-Tailed Fox attacked Konohagakure, the Hidden Leaf Village, and wreaked havoc. In order to put an end to the demon's rampage, the leader of the village, the Fourth Hokage, sacrificed his life and sealed the monstrous beast inside the newborn Naruto.In the present, Naruto is a hyperactive and knuckle-headed ninja growing up within Konohagakure. Shunned because of the demon inside him, Naruto struggles to find his place in the village. His one burning desire to become the Hokage and be acknowledged by the villagers who despite him. However, while his goal leads him to unbreakable bonds with lifelong friends, it also lands him in the crosshairs of many deadly foes.[Written by MAL Rewrite]",2002.0,220,8,"Action, Adventure, Fantasy",Finished Airing,Manga,PG-13 - Teens 13 or older,"Oct 3, 2002 to Feb 8, 2007",0.07,0.857,0.073,-0.1531
643.0,https://myanimelist.net/anime/6211/Tokyo_Magnitude_80,Tokyo Magnitude 8.0,8.0,"Middle school student Mirai Onozawa is dissatisfied with her family circumstances and, in a moment of frustration, wishes to tear everything apart. Unfortunately, these destructive thoughts seem to come true in the form of a magnitude 8.0 earthquake just a few moments later.When summer vacation begins, Mirai reluctantly takes her younger brother Yuuki to Odaiba, where a robot exhibition that he wanted to go to is being held. However, while they are in the exhibition center, the fury of a major earthquake shakes the Kanto region; helpless, both kids witness the devastating power of this natural disaster as it brings the city to its knees.In its aftermath, they stumble upon Mari Kusakabe, a motorcyclist and single mother who decides to help the young siblings. Aiming to return to their homes and reunite with their families, the group sets off on a long and hard journey through the decimated city.[Written by MAL Rewrite]",2009.0,11,828,"Award Winning, Drama",Finished Airing,Original,PG-13 - Teens 13 or older,"Jul 10, 2009 to Sep 18, 2009",0.175,0.766,0.058,-0.9639
644.0,https://myanimelist.net/anime/5365/Tsumiki_no_Ie,Tsumiki no Ie,8.0,"In a flooded town where the waters are ever-rising, an old man must constantly build new floors onto his home in order to keep dry. But when his favorite smoking pipe falls into the watery abyss beneath him, he dives into the depths of not only his house, but memories of years past.Tsumiki no Ieis a short film about the everlasting effect of time on one's life—how it can swallow the past entirely, and how one must learn to continue moving forward despite what has already happened.[Written by MAL Rewrite]",,1,2157,"Award Winning, Drama",Finished Airing,Original,G - All Ages,"Jun 10, 2008",0.03,0.927,0.043,0.296
645.0,https://myanimelist.net/anime/14813/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.0,"Hachiman Hikigaya is an apathetic high school student with narcissistic and semi-nihilistic tendencies. He firmly believes that joyful youth is nothing but a farce, and everyone who says otherwise is just lying to themselves.In a novel punishment for writing an essay mocking modern social relationships, Hachiman's teacher forces him to join the Volunteer Service Club, a club that aims to extend a helping hand to any student who seeks their support in achieving their goals. With the only other club member being the beautiful ice queen Yukino Yukinoshita, Hachiman finds himself on the front line of other people's problems—a place he never dreamed he would be. As Hachiman and Yukino use their wits to solve many students' problems, will Hachiman's rotten view of society prove to be a hindrance or a tool he can use to his advantage?[Written by MAL Rewrite]",2013.0,13,87,"Comedy, Romance",Finished Airing,Light novel,PG-13 - Teens 13 or older,"Apr 5, 2013 to Jun 28, 2013",0.146,0.675,0.179,0.5771
646.0,https://myanimelist.net/anime/40174/Zombieland_Saga_Revenge,Zombieland Saga Revenge,8.0,"The Franchouchou girls are back and better than ever! Unfortunately for them, they are also heavily in debt. After a concert bombs, the undead members are forced to take day jobs to pay off the venue, and their normally eccentric manager, Koutarou Tatsumi, sinks into alcoholism.But dark days cannot keep these idols down! Rival idols appear, a famous talk show host retires, and existentialism takes root. Koutarou's legacy will slowly unravel while a journalist closes in on the truth. As Saga plunges into chaos, Franchouchou may realize being dead is the least of their worries—but at least the legendary Tae Yamada gets even more legendary![Written by MAL Rewrite]",2021.0,12,1134,"Comedy, Supernatural",Finished Airing,Original,R - 17+ (violence & profanity),"Apr 8, 2021 to Jun 24, 2021",0.151,0.806,0.043,-0.9182
647.0,https://myanimelist.net/anime/35788/Shokugeki_no_Souma__San_no_Sara,Shokugeki no Souma: San no Sara,7.99,"The Moon Festival is Tootsuki Academy's annual gourmet gala, where students compete against each other to earn the most profit through selling their cuisine of choice. But for Souma Yukihira, it is also his first opportunity to challenge the Elite Ten, the supreme council that rules over the academy.However, this is only the beginning of Souma's war against the Elite Ten; a nefarious plot is underway that will provide Souma with the challenge he desires but will also shake the very foundations of Tootsuki Academy itself.[Written by MAL Rewrite]",2017.0,12,163,"Gourmet, Ecchi",Finished Airing,Manga,PG-13 - Teens 13 or older,"Oct 4, 2017 to Dec 20, 2017",0.072,0.776,0.152,0.7428
648.0,https://myanimelist.net/anime/1023/Wolfs_Rain_OVA,Wolf's Rain OVA,7.99,"As the world accelerates toward its own destruction, Kiba and Cheza—with the help of Tsume, Hige, Toboe, and Blue—race to reach true paradise before the entire world is rendered uninhabitable. Now reunited, Cher and Hubb decide to accompany the wolves in hopes of seeing the journey through to its end, while a distraught and confused Quent wanders aimlessly into the wasteland with his mind fixated on revenge.Meanwhile, Lord Darcia the Third has finally put his plot into motion and pursues Cheza, pitting him against the pack. As everything falls apart yet simultaneously falls into place, the wolves struggle to survive in an increasingly dangerous environment. Though the end draws near, paradise seems further away than ever before.[Written by MAL Rewrite]",,4,2662,"Adventure, Drama, Sci-Fi, Supernatural",Finished Airing,Original,PG-13 - Teens 13 or older,"Jan 23, 2004 to Feb 25, 2004",0.107,0.767,0.126,0.4215
649.0,https://myanimelist.net/anime/34376/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_3_-_Yakusoku,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,7.99,The third and final movie in the Washio Sumi no Shou trilogy.,,1,5488,"Drama, Fantasy",Finished Airing,Light novel,PG-13 - Teens 13 or older,"Jul 8, 2017",0.167,0.833,0.0,-0.296
650.0,https://myanimelist.net/anime/2563/Aria_the_OVA__Arietta,Aria the OVA: Arietta,7.99,"Akari Mizunashi dreams of life after attaining her goal of becoming a Prima Undine, but upon waking realizes that she might not actually have the confidence to run Aria Company on her own. Wary of the future, she seeks advice from her mentor Alicia Florence—one of the three great ""Water Fairies"" of Neo-Venezia.Much to Akari's surprise, Alicia reveals her own struggles of the past, but also shares the steps she took in overcoming her self-doubt of running the company and taking on an apprentice. Finding solace in her teacher's words, Akari prepares to embrace whatever trials she must overcome on her path toward achieving her dreams.[Written by MAL Rewrite]",,1,3669,"Fantasy, Sci-Fi, Slice of Life",Finished Airing,Manga,G - All Ages,"Sep 21, 2007",0.026,0.811,0.163,0.9524
